0,1,2,3,4,5,6,Air Quality
-0.9026595541785932,-0.4788544125408043,-0.1543809038189274,-1.1984339494070841,-0.0816637988456515,-0.09774184815337317,-0.9632007863978357,2
0.2487054768038243,-1.4405304436748478,-0.09035949133956861,0.5305300882707605,-0.21597915391443595,-0.6780430015234216,-0.1575431013244602,2
0.6698147943343329,0.2964122438897155,-0.07671272975858241,0.7566557854967568,0.646762819877204,-1.0272318152992943,-0.7873941122932497,2
-2.440926936678768,-0.19909457830078972,-1.5865052131626003,0.4443304415322532,0.09204668021116985,0.5372931545547034,-0.5259425335750263,0
-2.1128114754700116,-4.2383101403249354e-05,0.8550521576289638,-0.3406306854947384,0.0025205233704735626,0.24121469171706122,0.48517861453099254,0
3.25388657127518,-1.4576868770840998,0.459595101083294,0.05599144338266353,-0.27176272693854886,-0.1499193270355421,0.25822427576967255,1
1.8017255252675128,-2.0883828678102554,-0.3284034166220186,0.5084915497230176,-0.6271473807765587,0.8104926438978501,-0.45876027741624337,3
-0.40621549168495646,-0.8135206561781254,-0.5628354651223313,-0.7958210590462858,0.30181889408623397,-0.07045642559212091,-0.5371563996790902,2
1.7231858794284851,-1.3508802404078268,1.0665560805381775,-0.25554730667820214,-0.5092172153313161,-1.338397890106006,0.9156440100348734,3
1.2689800767589734,-1.057736699365632,0.19312228902100237,-0.3262500414531607,0.13032221891787663,-0.26482071096412446,-0.22372502595916302,3
-2.298737985278113,-0.6007146544692235,0.007833316615443035,0.8745684739341246,0.24684966637394984,0.5449728748171768,0.19244365690967646,0
-0.14197642590673867,-1.3193907480120235,-1.3681761326151198,-0.867592198105736,1.02116659659148,0.22911476677577952,-0.7977789703460948,2
-1.884633314959178,-0.35773531052337587,-0.7872668261924799,0.635949115391652,0.2178757013248682,-0.9732671766617982,0.3299219029881575,0
-1.1099088785146327,1.2319811989681582,-0.6930180013077871,0.3645347884048155,-0.37099520205219316,0.28842229936178854,0.24053395943887723,0
-2.1952664501624515,-0.2008271354301762,1.6075116481857965,-0.5028015087999393,0.32755848535371945,-0.34391104829378905,-0.3311322887720417,0
0.44503242928136066,0.05378014004064301,0.5658750269446763,-0.3423559091253036,0.07213039651108,0.13926936498625042,0.00293959016826239,2
-2.675496178474678,-0.08049238478494264,1.1262441079201728,0.4389200774850863,0.21222916241249276,0.22562376749873167,0.4950397496701766,0
3.0490804154046915,0.08922163007523294,0.00455978646402156,-0.5344598161653228,-0.8381192684822502,-0.5448859173719791,0.8083587384837029,3
-0.23240413863444742,-0.7179956569994014,-0.5540168521522111,-0.7885750151257624,-0.9216334952077581,0.06186070977793289,-0.2731661361445076,2
1.524996235577369,-1.7993879425284485,0.4859503842985041,1.5422951069932371,-0.45332496069311967,0.5890267811529336,0.5851640431986184,3
-1.5718133716072757,-0.40964885446047616,-1.010135902590066,-1.246949048155515,-0.22515603448002858,-0.6670299725703791,0.35866692057716826,2
-2.494545747243192,-0.20710911741225932,0.8470824000511245,1.367306924393004,0.04640735649458757,1.2931531596618495,-0.3397384628221125,0
-1.9664040749928853,-0.9584705804387078,-0.5403377258271931,0.5704170463169649,-0.3542034421481299,-0.29860232626951616,0.18718018013095486,0
-2.1365360483781597,0.08256487159391811,-0.8320450591747571,0.14302052885358796,-0.17481109595078714,-0.2289168805891963,0.3049568576165482,0
-2.9857172671956596,-0.4359240646675741,-0.8834583337813229,1.2500036011612075,-0.07231221843450994,0.8701467278759917,1.5064256099432929,0
-2.358664546532191,0.7711285084338911,0.40463771759514405,-0.14942992835823524,0.17623396571127245,-0.16526094793775156,-0.07934084161799078,0
